pred	label
0.9922148525353904	3
0.9999981123434889	2
0.9890226527996486	2
0.9999971388349166	3
0.9999924167175748	2
0.03369526373806736	1
0.9999920915994354	3
0.9853580509570063	3
0.9957704939029282	3
0.6034846398193634	3
0.9936396264664681	2
0.9931716961762252	2
0.9945217976336631	2
0.9844752851984292	2
0.9999973648860973	3
0.9950346760401625	2
0.9956178586693528	2
0.9999984557151305	2
0.9956996307252726	3
0.9838242205258297	3
0.988973196052353	3
0.9100170205129884	3
0.994453587215554	2
0.016517204683282105	2
0.9999851484018756	2
0.17869336318602658	1
0.9904824239395356	3
0.9999991786060093	2
0.03902207177651519	2
0.9934993510406798	2
0.9921676928299594	2
0.9999816822429576	2
0.9970606202124289	2
0.7597263324764097	1
0.990768993402874	2
0.9731684091541282	3
0.9886033230297995	3
0.00593875727259728	2
0.990388659837562	2
0.03081693214077579	2
0.7601435288173918	2
0.9313269141002414	3
0.9959804619022616	2
0.9636135706102481	3
0.9687121390252812	2
0.6879858615786592	2
0.9973973762906183	3
0.9496730524031488	3
0.9922777875314667	3
0.21917650516222018	3
0.9855602962708581	3
0.9953802933977466	2
0.9853411818723079	2
0.9526327483504061	2
0.9428914353840978	3
0.99377970988876	2
0.9707983222529653	2
0.9713374468784087	2
0.9749665349829816	3
0.9554887692768734	2
0.9951341663222486	2
0.9966796712258018	3
0.9414161161886204	2
0.9480622097706437	1
0.3037243288003241	1
0.9650357758072333	2
0.9959389316018863	2
0.9448682172867496	2
0.9775607245134591	2
0.05515407186414465	1
0.9646313523244395	2
0.9632197152011167	3
0.9958154980278009	2
0.9959413835644241	2
0.8932989311607095	2
0.05260273654405053	2
0.9827496561401065	2
0.987854914274435	2
0.9539496179799303	2
0.9908195720795294	2
0.6405508510589376	2
0.9865985311222082	2
0.0026013707657067684	1
0.9999986279227928	2
0.9909389511174371	2
0.9959809331305254	2
0.9950667120514025	3
0.9668397229262149	3
0.9765065894996312	1
0.9973737722156975	2
0.9999996798045585	3
0.9951454600210082	2
0.003982137462023717	2
0.99999401316848	2
0.9999908352229977	2
0.995831676955183	2
0.7398512265498902	2
0.9920145317232426	2
0.970194933861958	2
0.9971970768159777	3
0.9971322467829513	2
0.9961615012058948	3
0.999999687099327	1
0.9999894941512081	2
0.9967618387346243	3
0.929765476891707	2
0.9886455476159345	2
0.9999984190007679	3
0.9999948770822625	2
0.9999841877435511	3
0.9949639723488719	3
0.9964456428803159	2
0.9745284639111943	2
0.9999849075030548	2
0.9956561879912127	2
0.9866031113616698	1
0.99670272941924	2
0.9895796913561222	2
0.9915885422525863	2
0.9690236184501855	2
0.9959893761351661	3
0.9943729559269439	2
0.9942217414791519	2
0.9972535100636174	2
0.9894880222022417	2
0.9960383451335871	3
0.9855432862560448	2
0.9805261503054875	1
0.9969676240629597	2
0.9999808560596606	3
0.9913233450602409	2
0.9759130039310551	2
0.99229992047606	3
0.9953438211668635	2
0.9811312839170064	2
0.9887570388586243	2
0.99999910241811	3
0.9972882810480809	3
0.999999058370747	1
0.999999942410172	2
0.9866404168433106	3
0.9885108872248725	2
0.9999926101628835	2
0.9944948956131572	2
0.006295157664767149	1
0.9961093601957465	3
0.0012419927669933546	3
0.06928105503037832	2
0.9967629302139527	1
0.9960841321475837	2
0.9497071019206986	2
0.9910575773886414	3
0.9923013989650564	3
0.9937794449620855	3
0.9557263362451248	2
0.8624081478996111	2
0.01758195450000896	2
0.21427506568546417	2
0.8709648127686493	3
0.9716089174582924	3
0.9851393412719303	3
0.01663814830150061	2
0.9464196784517134	2
0.95838936838122	3
0.9908301045024561	2
0.9999984914038137	3
0.6618065045620889	2
0.9632324664604279	2
0.7203182292844078	2
0.015016497838968827	2
0.061244459039759655	2
0.9999853913490052	2
0.6178042039602897	2
0.014545387878986713	2
0.9468282829293945	3
0.09112058152361427	3
0.644895067551632	2
0.9479229254399968	3
0.39626606391727426	2
0.5904652661002647	2
0.9611555495430666	3
0.8372187493178962	2
0.9385471655594099	2
0.9792112868025382	3
0.0018551637861142416	3
0.3424895915394485	2
0.983625010639496	3
0.009417559868452665	3
0.8883279549513716	2
0.2809360293772478	3
0.9904582818879178	1
0.9378656613754793	3
0.9714659756338503	2
0.6761303213818831	3
0.9948969912615638	3
0.9943197978346303	2
0.9728805412517185	2
0.01210736913210066	2
0.9795088019847139	3
0.9891481288587083	3
0.9126590544626246	3
0.9342774921330673	2
0.18811200903917671	2
0.1740859100495586	3
0.9735313816446396	2
0.7792785975302542	2
0.9730054741163906	3
0.9843053096030738	3
0.1441589505856738	3
0.9497710619157755	2
0.9756357849640606	2
0.9999827679137907	2
0.960537238749213	3
0.8391394167941842	2
0.9871761156601513	3
0.030146859147376668	2
0.9973605410186562	3
0.9892874534570487	2
0.9729445653532452	1
0.9892080246210081	2
0.9926914906506731	3
0.9902063940195326	2
0.9951571759689386	2
0.9660443067476416	3
0.9938270329507227	2
0.9960522865966599	3
0.9951982802270569	3
0.9933752261036414	2
0.9973940902364077	2
0.999987085514924	2
0.990139450410248	2
0.9948936346486543	3
0.9999906839803134	2
0.9955632693688077	3
0.9999835980120946	2
0.923134334498005	2
0.9765206389799956	3
0.9738451558160067	3
0.9688930543957055	2
0.9964607944719868	2
0.0006640509394233555	2
0.9901062131981415	2
0.9935586825047401	3
0.9613899939511086	2
0.996816379806946	2
0.9912815253384483	2
0.9809410933198861	3
