	weight	causal_ROC	independent_ROC
1709	(0.05, 0.2, 0.15, 0.2, 0.35, 0.05)	0.8669614226954948	0.8799309475101561
5393	(0.15, 0.1, 0.2, 0.2, 0.1, 0.25)	0.8669612628061382	0.8864675424209378
6024	(0.15, 0.25, 0.1, 0.3, 0.15, 0.05)	0.8669605433040337	0.8826348923812507
97	(0.05, 0.05, 0.05, 0.5, 0.1, 0.25)	0.8669550271212321	0.8820541461838781
3855	(0.1, 0.15, 0.25, 0.15, 0.15, 0.2)	0.8669549471765539	0.8854480206787426
417	(0.05, 0.05, 0.25, 0.3, 0.15, 0.2)	0.8669545474531624	0.8825709514003309
2873	(0.1, 0.05, 0.1, 0.45, 0.25, 0.05)	0.866954147729771	0.8798816763588064
8596	(0.3, 0.1, 0.1, 0.1, 0.25, 0.15)	0.8669541477297709	0.8905928979679741
1689	(0.05, 0.2, 0.15, 0.1, 0.15, 0.35)	0.8669538279510578	0.8872980605291618
3791	(0.1, 0.15, 0.15, 0.35, 0.2, 0.05)	0.8669535081723447	0.8808661098790967
8134	(0.25, 0.2, 0.1, 0.25, 0.1, 0.1)	0.8669532683383099	0.886305475358393
1436	(0.05, 0.15, 0.25, 0.2, 0.25, 0.1)	0.8669532683383098	0.8816866779476714
3372	(0.1, 0.1, 0.15, 0.05, 0.3, 0.3)	0.8669531084489535	0.8891919999231009
836	(0.05, 0.1, 0.15, 0.1, 0.5, 0.1)	0.866953028504275	0.8824386794841397
8964	(0.35, 0.05, 0.05, 0.15, 0.2, 0.2)	0.8669528686149185	0.8914844670692798
3861	(0.1, 0.15, 0.25, 0.2, 0.15, 0.15)	0.8669521491128139	0.8840665829324104
6547	(0.2, 0.05, 0.2, 0.15, 0.15, 0.25)	0.8669506301639267	0.8883870283649793
2218	(0.05, 0.3, 0.15, 0.1, 0.25, 0.15)	0.8669504702745701	0.8841207152317814
8205	(0.25, 0.25, 0.05, 0.2, 0.1, 0.15)	0.8669499906065004	0.8876734605254678
8398	(0.3, 0.05, 0.05, 0.4, 0.1, 0.1)	0.8669498307171439	0.8865465380395905
7990	(0.25, 0.15, 0.1, 0.1, 0.2, 0.2)	0.8669498307171437	0.8901881740189842
447	(0.05, 0.05, 0.3, 0.1, 0.25, 0.25)	0.8669485516022912	0.8856681152416577
2222	(0.05, 0.3, 0.15, 0.15, 0.15, 0.2)	0.8669485516022912	0.8841348981612263
2830	(0.1, 0.05, 0.1, 0.15, 0.55, 0.05)	0.8669468727640472	0.8816745604171434
933	(0.05, 0.1, 0.2, 0.3, 0.1, 0.25)	0.8669466329300125	0.8831929820163597
5031	(0.15, 0.05, 0.2, 0.25, 0.1, 0.25)	0.8669466329300124	0.8859706137240998
5817	(0.15, 0.2, 0.1, 0.05, 0.3, 0.2)	0.8669455137045166	0.8891162319810829
7856	(0.25, 0.1, 0.15, 0.25, 0.1, 0.15)	0.8669447142577336	0.8869389638338125
1923	(0.05, 0.25, 0.05, 0.3, 0.3, 0.05)	0.8669429554748116	0.8787396128496899
2143	(0.05, 0.3, 0.05, 0.1, 0.4, 0.1)	0.8669426356960983	0.8826723130118185
7577	(0.25, 0.05, 0.1, 0.1, 0.25, 0.25)	0.8669412766365674	0.8909265659116383
8720	(0.3, 0.15, 0.1, 0.15, 0.15, 0.15)	0.8669411966918893	0.8895113828453588
8413	(0.3, 0.05, 0.1, 0.1, 0.4, 0.05)	0.866941116747211	0.8889112548817235
6597	(0.2, 0.05, 0.25, 0.25, 0.2, 0.05)	0.8669406370791414	0.8842893554460125
400	(0.05, 0.05, 0.25, 0.15, 0.4, 0.1)	0.8669393579642887	0.881843530466943
4796	(0.15, 0.05, 0.05, 0.1, 0.25, 0.4)	0.8669389582408974	0.8910064253853516
5266	(0.15, 0.1, 0.1, 0.05, 0.4, 0.2)	0.8669382387387927	0.8891395168015725
4090	(0.1, 0.2, 0.15, 0.3, 0.2, 0.05)	0.8669381587941144	0.8812320467358781
8424	(0.3, 0.05, 0.1, 0.25, 0.1, 0.2)	0.8669376791260448	0.8885752152632571
1970	(0.05, 0.25, 0.1, 0.2, 0.35, 0.05)	0.8669375991813666	0.8797571948446135
3968	(0.1, 0.2, 0.05, 0.1, 0.5, 0.05)	0.866936879679262	0.8828928316490359
7299	(0.2, 0.25, 0.1, 0.2, 0.1, 0.15)	0.8669353607303746	0.8864128996617584
1631	(0.05, 0.2, 0.1, 0.1, 0.15, 0.4)	0.8669349610069832	0.8881056550653761
5808	(0.15, 0.2, 0.05, 0.4, 0.1, 0.1)	0.8669337618368089	0.882967421606881
4248	(0.1, 0.25, 0.1, 0.15, 0.1, 0.3)	0.8669322428879215	0.886875635404663
8699	(0.3, 0.15, 0.05, 0.2, 0.1, 0.2)	0.866932082998565	0.889339711285189
8130	(0.25, 0.2, 0.1, 0.2, 0.1, 0.15)	0.8669319231092084	0.8875134667150676
4261	(0.1, 0.25, 0.1, 0.3, 0.1, 0.15)	0.8669311236624256	0.8830800918664309
5889	(0.15, 0.2, 0.2, 0.1, 0.2, 0.15)	0.8669311236624255	0.8868914203925835
6504	(0.2, 0.05, 0.15, 0.2, 0.1, 0.3)	0.8669308838283908	0.8880583550742092
5990	(0.15, 0.25, 0.05, 0.35, 0.1, 0.1)	0.8669307239390343	0.8831803461727954
3417	(0.1, 0.1, 0.15, 0.4, 0.15, 0.1)	0.8669300044369296	0.8816755734835323
2217	(0.05, 0.3, 0.15, 0.1, 0.2, 0.2)	0.8669293648795035	0.8850769163980549
4022	(0.1, 0.2, 0.1, 0.1, 0.15, 0.35)	0.8669284055433639	0.888705492459582
2871	(0.1, 0.05, 0.1, 0.45, 0.1, 0.2)	0.8669282456540075	0.8829858609858051
361	(0.05, 0.05, 0.2, 0.35, 0.25, 0.1)	0.866927286317868	0.8802752408710623
3431	(0.1, 0.1, 0.2, 0.05, 0.35, 0.2)	0.8669268865944767	0.8875085898605908
9406	(0.4, 0.05, 0.1, 0.25, 0.15, 0.05)	0.8669268066497985	0.888632520266668
5427	(0.15, 0.1, 0.25, 0.15, 0.15, 0.2)	0.866925287700911	0.8865945526744891
4438	(0.1, 0.3, 0.1, 0.2, 0.1, 0.2)	0.8669236088626671	0.8846970322086632
4069	(0.1, 0.2, 0.15, 0.1, 0.15, 0.3)	0.8669234489733104	0.8878690216046694
1958	(0.05, 0.25, 0.1, 0.15, 0.1, 0.35)	0.8669224896371712	0.8862642223526487
3499	(0.1, 0.1, 0.25, 0.15, 0.35, 0.05)	0.8669203311308575	0.8824414516735605
7697	(0.25, 0.05, 0.25, 0.15, 0.25, 0.05)	0.8669195316840745	0.8865139078779937
4207	(0.1, 0.25, 0.05, 0.1, 0.45, 0.05)	0.866919131960683	0.8830138027703925
4243	(0.1, 0.25, 0.1, 0.1, 0.15, 0.3)	0.8669190520160049	0.8880621481832469
637	(0.05, 0.1, 0.05, 0.05, 0.45, 0.3)	0.866918492403257	0.8883059516409539
3050	(0.1, 0.05, 0.25, 0.2, 0.35, 0.05)	0.8669181726245438	0.8817976754696953
8122	(0.25, 0.2, 0.1, 0.1, 0.2, 0.15)	0.8669180127351872	0.8894614441696443
1760	(0.05, 0.2, 0.2, 0.25, 0.15, 0.15)	0.8669173731777611	0.8822272548847391
6472	(0.2, 0.05, 0.1, 0.45, 0.15, 0.05)	0.8669171333437261	0.8830560609892981
8629	(0.3, 0.1, 0.15, 0.1, 0.3, 0.05)	0.8669167336203347	0.8887225182574982
5634	(0.15, 0.15, 0.15, 0.05, 0.3, 0.2)	0.8669160141182303	0.8888964672537363
223	(0.05, 0.05, 0.15, 0.05, 0.4, 0.3)	0.8669158542288737	0.8878387552646467
2035	(0.05, 0.25, 0.2, 0.1, 0.25, 0.15)	0.8669158542288736	0.8841039800032946
5109	(0.15, 0.05, 0.3, 0.15, 0.25, 0.1)	0.8669157742841954	0.8850152057338365
7374	(0.2, 0.3, 0.05, 0.2, 0.1, 0.15)	0.866915134726769	0.8864669377223957
896	(0.05, 0.1, 0.2, 0.05, 0.4, 0.2)	0.8669146550586995	0.8859935608557933
1899	(0.05, 0.25, 0.05, 0.15, 0.1, 0.4)	0.8669145751140213	0.8870952116545419
2987	(0.1, 0.05, 0.2, 0.2, 0.1, 0.35)	0.8669142553353081	0.8864090594333537
863	(0.05, 0.1, 0.15, 0.25, 0.4, 0.05)	0.8669141753906296	0.8791979979043818
3827	(0.1, 0.15, 0.2, 0.25, 0.1, 0.2)	0.8669140954459513	0.8841959570075356
3850	(0.1, 0.15, 0.25, 0.1, 0.2, 0.2)	0.866912816331099	0.8863329380960836
5773	(0.15, 0.2, 0.05, 0.05, 0.35, 0.2)	0.866912576497064	0.8894268507010922
3954	(0.1, 0.2, 0.05, 0.05, 0.3, 0.3)	0.8669094586546109	0.8897472859558778
5527	(0.15, 0.15, 0.05, 0.05, 0.4, 0.2)	0.8669092188205761	0.889411104979311
5712	(0.15, 0.15, 0.25, 0.15, 0.25, 0.05)	0.8669088990418631	0.8840863652132919
3736	(0.1, 0.15, 0.1, 0.4, 0.1, 0.15)	0.866908899041863	0.8825311669481892
7636	(0.25, 0.05, 0.15, 0.25, 0.1, 0.2)	0.8669084193737933	0.8874900640961608
3666	(0.1, 0.15, 0.05, 0.3, 0.05, 0.35)	0.866906100978123	0.8853827367958654
199	(0.05, 0.05, 0.1, 0.45, 0.1, 0.25)	0.8669053814760186	0.8823045699126382
1286	(0.05, 0.15, 0.1, 0.35, 0.3, 0.05)	0.8669052215866621	0.8786051655893924
1788	(0.05, 0.2, 0.25, 0.15, 0.2, 0.15)	0.8669045820292358	0.8832807575437164
795	(0.05, 0.1, 0.1, 0.35, 0.35, 0.05)	0.8669045020845575	0.8783443991595916
7876	(0.25, 0.1, 0.2, 0.1, 0.3, 0.05)	0.8669041823058443	0.8874610307129059
3465	(0.1, 0.1, 0.2, 0.3, 0.1, 0.2)	0.86690298313567	0.8837598358537168
5583	(0.15, 0.15, 0.1, 0.05, 0.3, 0.25)	0.8669029031909918	0.889883350981107
4815	(0.15, 0.05, 0.05, 0.2, 0.1, 0.45)	0.8669025834122787	0.8889916797878398
2224	(0.05, 0.3, 0.15, 0.15, 0.25, 0.1)	0.8669021037442091	0.882067009771049
3970	(0.1, 0.2, 0.05, 0.15, 0.1, 0.4)	0.8669019438548525	0.8883117473230859
9035	(0.35, 0.05, 0.15, 0.25, 0.15, 0.05)	0.8669018639101742	0.8875413221141493
5323	(0.15, 0.1, 0.15, 0.05, 0.35, 0.2)	0.8669018639101741	0.8889103674669796
9399	(0.4, 0.05, 0.1, 0.15, 0.25, 0.05)	0.8669009045740346	0.8900264053790967
5265	(0.15, 0.1, 0.1, 0.05, 0.35, 0.25)	0.8669001051272519	0.8899001176225051
5042	(0.15, 0.05, 0.2, 0.35, 0.15, 0.1)	0.8668998652932169	0.8832887285699549
4858	(0.15, 0.05, 0.05, 0.5, 0.1, 0.15)	0.866898106510295	0.8832292796353487
5825	(0.15, 0.2, 0.1, 0.15, 0.1, 0.3)	0.866897626842225	0.8880025657437679
9032	(0.35, 0.05, 0.15, 0.2, 0.15, 0.1)	0.866897307063512	0.8887805221981852
4290	(0.1, 0.25, 0.15, 0.2, 0.1, 0.2)	0.8668966675060857	0.8846356513800131
8600	(0.3, 0.1, 0.1, 0.15, 0.15, 0.2)	0.8668951485571984	0.8900999979770085
6197	(0.15, 0.35, 0.05, 0.1, 0.25, 0.1)	0.8668944290550938	0.8861931506408675
6837	(0.2, 0.1, 0.2, 0.1, 0.2, 0.2)	0.8668942691657373	0.8887461250603285
1681	(0.05, 0.2, 0.15, 0.05, 0.25, 0.3)	0.8668937894976677	0.8878330224083375
2034	(0.05, 0.25, 0.2, 0.1, 0.2, 0.2)	0.8668925103828152	0.8850176480876887
7887	(0.25, 0.1, 0.2, 0.25, 0.15, 0.05)	0.8668921106594237	0.8854319372681648
6127	(0.15, 0.3, 0.1, 0.1, 0.3, 0.05)	0.8668898722084317	0.8849111740248898
687	(0.05, 0.1, 0.05, 0.25, 0.5, 0.05)	0.8668878735914747	0.8782079807391105
3765	(0.1, 0.15, 0.15, 0.15, 0.1, 0.35)	0.8668877936467964	0.8872862492745188
7628	(0.25, 0.05, 0.15, 0.15, 0.15, 0.25)	0.8668869942000137	0.8894856478177889
7875	(0.25, 0.1, 0.2, 0.1, 0.25, 0.1)	0.8668869942000135	0.8883687067844726
8374	(0.3, 0.05, 0.05, 0.1, 0.45, 0.05)	0.8668868343106569	0.8890871671849169
4076	(0.1, 0.2, 0.15, 0.15, 0.1, 0.3)	0.8668867543659786	0.8866935426111744
1697	(0.05, 0.2, 0.15, 0.15, 0.1, 0.35)	0.8668865944766222	0.8860773155305057
636	(0.05, 0.1, 0.05, 0.05, 0.4, 0.35)	0.8668865145319439	0.8891260092497204
2463	(0.05, 0.4, 0.05, 0.15, 0.2, 0.15)	0.8668860348638742	0.8830683512908382
5257	(0.15, 0.1, 0.05, 0.5, 0.15, 0.05)	0.8668856351404827	0.8812443998632407
3097	(0.1, 0.05, 0.3, 0.2, 0.25, 0.1)	0.8668846758043435	0.8831005730845884
2039	(0.05, 0.25, 0.2, 0.15, 0.15, 0.2)	0.8668804387363945	0.8840801690165407
3536	(0.1, 0.1, 0.3, 0.15, 0.2, 0.15)	0.8668803587917161	0.8846208794584817
8090	(0.25, 0.2, 0.05, 0.1, 0.2, 0.2)	0.8668789997321853	0.8904341292611143
6371	(0.2, 0.05, 0.05, 0.1, 0.55, 0.05)	0.8668789197875071	0.886149172565069
5891	(0.15, 0.2, 0.2, 0.1, 0.3, 0.05)	0.8668786799534722	0.8848602694021533
2726	(0.1, 0.05, 0.05, 0.15, 0.15, 0.5)	0.866878040396046	0.8896209039605524
5010	(0.15, 0.05, 0.2, 0.1, 0.2, 0.3)	0.866877800562011	0.8889266079421138
2361	(0.05, 0.35, 0.1, 0.15, 0.15, 0.2)	0.8668777206173328	0.8840740199391569
5043	(0.15, 0.05, 0.2, 0.35, 0.2, 0.05)	0.8668764415024804	0.8822653665993551
7043	(0.2, 0.15, 0.2, 0.1, 0.2, 0.15)	0.8668750024982712	0.8880024557985786
9544	(0.4, 0.15, 0.05, 0.2, 0.15, 0.05)	0.8668733236600273	0.8893160102436247
4195	(0.1, 0.25, 0.05, 0.05, 0.3, 0.25)	0.8668729239366357	0.888932969056649
3706	(0.1, 0.15, 0.1, 0.15, 0.1, 0.4)	0.8668726041579227	0.8880408973487629
9198	(0.35, 0.15, 0.05, 0.25, 0.1, 0.1)	0.8668715648771049	0.88838814352333
2041	(0.05, 0.25, 0.2, 0.15, 0.25, 0.1)	0.8668700459282177	0.8821181421373924
7640	(0.25, 0.05, 0.15, 0.3, 0.1, 0.15)	0.8668698860388611	0.8864679115226455
2357	(0.05, 0.35, 0.1, 0.1, 0.25, 0.15)	0.866869566260148	0.8840200604107978
1161	(0.05, 0.15, 0.05, 0.1, 0.55, 0.1)	0.8668682871452955	0.8822150588219329
1645	(0.05, 0.2, 0.1, 0.15, 0.45, 0.05)	0.866867887421904	0.8800071630861601
5684	(0.15, 0.15, 0.2, 0.2, 0.1, 0.2)	0.8668677275325475	0.8857605634395681
5324	(0.15, 0.1, 0.15, 0.05, 0.4, 0.15)	0.8668674876985126	0.8880243270380603
3223	(0.1, 0.1, 0.05, 0.1, 0.2, 0.45)	0.8668669280857646	0.8903153491903195
2736	(0.1, 0.05, 0.05, 0.2, 0.1, 0.5)	0.8668668481410864	0.8883930203778069
5068	(0.15, 0.05, 0.25, 0.15, 0.15, 0.25)	0.8668662885283385	0.8871760370752773
5561	(0.15, 0.15, 0.05, 0.3, 0.05, 0.3)	0.866865329192199	0.8858962907760006
9630	(0.45, 0.05, 0.05, 0.25, 0.15, 0.05)	0.8668646096900945	0.889606210571299
7558	(0.25, 0.05, 0.05, 0.45, 0.1, 0.1)	0.8668646096900945	0.885151639860773
7199	(0.2, 0.2, 0.15, 0.2, 0.1, 0.15)	0.8668645297454162	0.8862448327331582
1311	(0.05, 0.15, 0.15, 0.1, 0.15, 0.4)	0.8668641300220248	0.8878424462817228
3802	(0.1, 0.15, 0.2, 0.05, 0.3, 0.2)	0.8668641300220248	0.8874784884383523
9372	(0.4, 0.05, 0.05, 0.2, 0.15, 0.15)	0.8668635704092766	0.8907604465835379
5970	(0.15, 0.25, 0.05, 0.15, 0.1, 0.3)	0.8668631706858854	0.888176868135258
8225	(0.25, 0.25, 0.1, 0.15, 0.15, 0.1)	0.8668612520136066	0.8876270950684116
7701	(0.25, 0.05, 0.25, 0.2, 0.2, 0.05)	0.8668610121795718	0.8858445458578874
2356	(0.05, 0.35, 0.1, 0.1, 0.2, 0.2)	0.8668607723455368	0.8850213469579925
1015	(0.05, 0.1, 0.3, 0.1, 0.25, 0.2)	0.8668589336179364	0.8848453011499262
224	(0.05, 0.05, 0.15, 0.05, 0.45, 0.25)	0.8668586937839015	0.8869156711600952
2947	(0.1, 0.05, 0.15, 0.4, 0.25, 0.05)	0.866857974281797	0.8802686598661483
5774	(0.15, 0.2, 0.05, 0.05, 0.4, 0.15)	0.8668578943371188	0.8884482364226173
4393	(0.1, 0.3, 0.05, 0.15, 0.1, 0.3)	0.8668571748350141	0.886976486556342
3035	(0.1, 0.05, 0.25, 0.1, 0.4, 0.1)	0.8668570149456577	0.8843383360279328
335	(0.05, 0.05, 0.2, 0.2, 0.1, 0.4)	0.8668567751116227	0.885731058862644
5108	(0.15, 0.05, 0.3, 0.15, 0.2, 0.15)	0.8668560556095183	0.8857956438082452
3757	(0.1, 0.15, 0.15, 0.1, 0.15, 0.35)	0.8668560556095182	0.8884441056247834
7378	(0.2, 0.3, 0.05, 0.25, 0.1, 0.1)	0.8668551762180571	0.8850434380878534
3059	(0.1, 0.05, 0.25, 0.3, 0.15, 0.15)	0.866854616605309	0.8830753171039156
3430	(0.1, 0.1, 0.2, 0.05, 0.3, 0.25)	0.8668538971032045	0.8882403065095972
1318	(0.05, 0.15, 0.15, 0.15, 0.1, 0.4)	0.8668534174351348	0.8866428421723611
4805	(0.15, 0.05, 0.05, 0.15, 0.15, 0.45)	0.8668512589288213	0.8901710068629672
462	(0.05, 0.05, 0.3, 0.2, 0.15, 0.25)	0.8668499798139687	0.8840117359893076
1212	(0.05, 0.15, 0.05, 0.4, 0.3, 0.05)	0.8668493402565426	0.8778919589983605
738	(0.05, 0.1, 0.1, 0.05, 0.5, 0.2)	0.8668482210310466	0.8860251622445454
1717	(0.05, 0.2, 0.15, 0.3, 0.1, 0.2)	0.8668479012523334	0.882463778400256
5037	(0.15, 0.05, 0.2, 0.3, 0.1, 0.2)	0.8668474215842636	0.8848517329435117
3031	(0.1, 0.05, 0.25, 0.1, 0.2, 0.3)	0.8668471018055505	0.8876531677847777
1976	(0.05, 0.25, 0.1, 0.25, 0.3, 0.05)	0.8668469419161939	0.8793508845436038
7366	(0.2, 0.3, 0.05, 0.1, 0.2, 0.15)	0.8668463023587678	0.8884930390873366
1942	(0.05, 0.25, 0.1, 0.05, 0.25, 0.3)	0.8668451831332717	0.8879840635390212
3832	(0.1, 0.15, 0.2, 0.3, 0.15, 0.1)	0.8668424650142101	0.8822887613650343
4444	(0.1, 0.3, 0.1, 0.25, 0.2, 0.05)	0.8668419054014622	0.8813548869254562
646	(0.05, 0.1, 0.05, 0.1, 0.2, 0.5)	0.8668416655674274	0.8896449191312295
869	(0.05, 0.1, 0.15, 0.3, 0.35, 0.05)	0.8668415056780707	0.8788714449851236
3957	(0.1, 0.2, 0.05, 0.05, 0.45, 0.15)	0.8668413457887142	0.8869078650516411
5526	(0.15, 0.15, 0.05, 0.05, 0.35, 0.25)	0.8668411059546794	0.8901980219666719
1149	(0.05, 0.15, 0.05, 0.05, 0.5, 0.2)	0.8668408661206444	0.8862181317585663
3375	(0.1, 0.1, 0.15, 0.05, 0.45, 0.15)	0.8668406262866097	0.8865529933928595
7398	(0.2, 0.3, 0.1, 0.2, 0.15, 0.05)	0.8668404663972532	0.8846605696718897
855	(0.05, 0.1, 0.15, 0.2, 0.45, 0.05)	0.8668396669504703	0.8794264090355595
5573	(0.15, 0.15, 0.05, 0.45, 0.1, 0.1)	0.8668377482781915	0.8826150237148632
7303	(0.2, 0.25, 0.1, 0.25, 0.1, 0.1)	0.8668375084441566	0.8850390088673623
3216	(0.1, 0.1, 0.05, 0.05, 0.45, 0.25)	0.8668371087207651	0.8888945589193759
6520	(0.2, 0.05, 0.15, 0.35, 0.1, 0.15)	0.8668360694399476	0.885108345015795
940	(0.05, 0.1, 0.2, 0.35, 0.15, 0.15)	0.8668351101038081	0.8813688656709778
8371	(0.3, 0.05, 0.05, 0.1, 0.3, 0.2)	0.8668349502144516	0.891600498510337
3288	(0.1, 0.1, 0.05, 0.5, 0.2, 0.05)	0.8668347903250949	0.879434293676292
1574	(0.05, 0.2, 0.05, 0.15, 0.1, 0.45)	0.8668335112102425	0.8876315321421306
3858	(0.1, 0.15, 0.25, 0.15, 0.3, 0.05)	0.8668333513208859	0.8824983483091247
1344	(0.05, 0.15, 0.15, 0.35, 0.1, 0.2)	0.8668328716528163	0.882127597423689
3803	(0.1, 0.15, 0.2, 0.05, 0.35, 0.15)	0.8668312727592506	0.8865404439348015
1715	(0.05, 0.2, 0.15, 0.25, 0.3, 0.05)	0.8668301535337547	0.8795064883996516
4956	(0.15, 0.05, 0.15, 0.1, 0.5, 0.05)	0.8668298337550414	0.8844799846981427
7852	(0.25, 0.1, 0.15, 0.2, 0.1, 0.2)	0.8668292741422934	0.8879279993456063
2228	(0.05, 0.3, 0.15, 0.2, 0.15, 0.15)	0.8668282348614759	0.8824523048344093
309	(0.05, 0.05, 0.2, 0.05, 0.35, 0.3)	0.8668281549167977	0.8876440580405053
8150	(0.25, 0.2, 0.15, 0.15, 0.15, 0.1)	0.8668272755253363	0.8874493529631358
9094	(0.35, 0.1, 0.05, 0.1, 0.35, 0.05)	0.8668265560232319	0.8902112860684619
710	(0.05, 0.1, 0.05, 0.4, 0.35, 0.05)	0.8668263961338754	0.8775442808962631
1342	(0.05, 0.15, 0.15, 0.3, 0.3, 0.05)	0.8668255966870926	0.8790855475352111
4532	(0.1, 0.35, 0.05, 0.2, 0.1, 0.2)	0.8668249571296662	0.8846352115992551
39	(0.05, 0.05, 0.05, 0.15, 0.6, 0.1)	0.8668230384573874	0.880713875057784
7584	(0.25, 0.05, 0.1, 0.15, 0.15, 0.3)	0.8668230384573874	0.8902550128409698
772	(0.05, 0.1, 0.1, 0.2, 0.5, 0.05)	0.8668227186786746	0.8790035833964419
5707	(0.15, 0.15, 0.25, 0.1, 0.25, 0.1)	0.8668226387339961	0.8858644773500972
8022	(0.25, 0.15, 0.15, 0.1, 0.2, 0.15)	0.8668222390106046	0.8892185988057315
5422	(0.15, 0.1, 0.25, 0.1, 0.2, 0.2)	0.8668218392872131	0.887447287564219
1994	(0.05, 0.25, 0.15, 0.05, 0.3, 0.2)	0.8668213596191435	0.8860963124886049
6789	(0.2, 0.1, 0.1, 0.4, 0.1, 0.1)	0.8668204802276825	0.8841847975708019
1684	(0.05, 0.2, 0.15, 0.05, 0.4, 0.15)	0.8668202403936476	0.8849668062907748
104	(0.05, 0.05, 0.05, 0.55, 0.15, 0.15)	0.8668199206149345	0.879655754700848
3813	(0.1, 0.15, 0.2, 0.1, 0.4, 0.05)	0.8668196807808997	0.8830939606667629
750	(0.05, 0.1, 0.1, 0.1, 0.55, 0.1)	0.8668190412234733	0.8821373432794148
8794	(0.3, 0.2, 0.05, 0.2, 0.1, 0.15)	0.8668179219979775	0.8886324181747064
3215	(0.1, 0.1, 0.05, 0.05, 0.4, 0.3)	0.8668179219979774	0.8897267497651257
2891	(0.1, 0.05, 0.15, 0.05, 0.4, 0.25)	0.8668172024958728	0.8883898398205393
1627	(0.05, 0.2, 0.1, 0.05, 0.45, 0.15)	0.8668170426065164	0.8849668691165974
4465	(0.1, 0.3, 0.15, 0.15, 0.15, 0.15)	0.8668170426065163	0.8845970606185001
3362	(0.1, 0.1, 0.1, 0.45, 0.2, 0.05)	0.8668164030490899	0.879935698712988
1997	(0.05, 0.25, 0.15, 0.1, 0.15, 0.3)	0.8668162431597335	0.8865295750674971
8628	(0.3, 0.1, 0.15, 0.1, 0.25, 0.1)	0.8668161632150552	0.8895397565574767
9142	(0.35, 0.1, 0.15, 0.15, 0.2, 0.05)	0.8668152038789159	0.8887687109435422
3672	(0.1, 0.15, 0.05, 0.35, 0.05, 0.3)	0.8668148841002026	0.8844488230901484
5267	(0.15, 0.1, 0.1, 0.05, 0.45, 0.15)	0.8668143244874548	0.8881467195936527
8566	(0.3, 0.1, 0.05, 0.2, 0.1, 0.25)	0.8668140047087415	0.889810119631675
5025	(0.15, 0.05, 0.2, 0.2, 0.1, 0.3)	0.8668140047087415	0.8868807792688859
25	(0.05, 0.05, 0.05, 0.1, 0.6, 0.15)	0.8668135250406719	0.8832833883750364
4197	(0.1, 0.25, 0.05, 0.05, 0.4, 0.15)	0.8668124857598543	0.8869265792935388
3056	(0.1, 0.05, 0.25, 0.25, 0.3, 0.05)	0.8668121659811411	0.8813426515965109
5876	(0.15, 0.2, 0.15, 0.3, 0.15, 0.05)	0.8668121659811411	0.8825646688180743
124	(0.05, 0.05, 0.1, 0.05, 0.45, 0.3)	0.8668119261471062	0.887929593550854
5438	(0.15, 0.1, 0.25, 0.25, 0.2, 0.05)	0.8668099275301491	0.8829541339454077
3286	(0.1, 0.1, 0.05, 0.5, 0.1, 0.15)	0.8668097676407925	0.8817733775828167
7879	(0.25, 0.1, 0.2, 0.15, 0.15, 0.15)	0.8668096876961143	0.8880693260334753
1703	(0.05, 0.2, 0.15, 0.15, 0.4, 0.05)	0.8668092080280446	0.8802472912332471
5598	(0.15, 0.15, 0.1, 0.15, 0.1, 0.35)	0.8668089681940099	0.8885188369407291
5205	(0.15, 0.1, 0.05, 0.1, 0.2, 0.4)	0.8668089681940097	0.8907993750338474
8971	(0.35, 0.05, 0.05, 0.25, 0.1, 0.2)	0.8668084085812617	0.8895600178852552
8561	(0.3, 0.1, 0.05, 0.15, 0.15, 0.25)	0.8668082486919053	0.890899935616097
3992	(0.1, 0.2, 0.05, 0.3, 0.05, 0.3)	0.8668077690238355	0.8847406176230705
7029	(0.2, 0.15, 0.15, 0.3, 0.1, 0.1)	0.8668074492451223	0.8846520567729317
7661	(0.25, 0.05, 0.2, 0.1, 0.35, 0.05)	0.8668069695770526	0.8874155762302774
5659	(0.15, 0.15, 0.15, 0.35, 0.15, 0.05)	0.8668068896323744	0.8822398436089366
8800	(0.3, 0.2, 0.05, 0.3, 0.1, 0.05)	0.8668052907388089	0.8861211522482032
718	(0.05, 0.1, 0.05, 0.5, 0.1, 0.2)	0.866804811070739	0.8811446717231401
3537	(0.1, 0.1, 0.3, 0.15, 0.25, 0.1)	0.8668047311260608	0.8836634374822124
5313	(0.15, 0.1, 0.1, 0.45, 0.15, 0.05)	0.8668044912920261	0.8815477229346044
5437	(0.15, 0.1, 0.25, 0.25, 0.15, 0.1)	0.8668044113473476	0.8838886680561225
5820	(0.15, 0.2, 0.1, 0.1, 0.15, 0.3)	0.8668040116239561	0.8891224910036564
2363	(0.05, 0.35, 0.1, 0.15, 0.25, 0.1)	0.8668014533942512	0.8818668624067996
7660	(0.25, 0.05, 0.2, 0.1, 0.25, 0.15)	0.8668014533942512	0.8891041929828329
6856	(0.2, 0.1, 0.2, 0.3, 0.15, 0.05)	0.8668009737261815	0.8838444465302617
638	(0.05, 0.1, 0.05, 0.05, 0.5, 0.25)	0.8668006539474684	0.8872448313509902
8488	(0.3, 0.05, 0.2, 0.2, 0.15, 0.1)	0.8667998545006856	0.8876724788719901
8449	(0.3, 0.05, 0.15, 0.1, 0.35, 0.05)	0.8667987352751895	0.8886698623649575
