	weight	causal_ROC	independent_ROC
3983	(0.1, 0.2, 0.05, 0.2, 0.3, 0.15)	0.8694623320662102	0.8861932527328291
1263	(0.05, 0.15, 0.1, 0.2, 0.3, 0.2)	0.8694595340024702	0.8855873290870615
179	(0.05, 0.05, 0.1, 0.3, 0.25, 0.25)	0.8694589743897223	0.8855488325642824
171	(0.05, 0.05, 0.1, 0.25, 0.35, 0.2)	0.869454337598382	0.8849276029774915
5558	(0.15, 0.15, 0.05, 0.25, 0.2, 0.2)	0.869453777985634	0.8878889766565631
662	(0.05, 0.1, 0.05, 0.15, 0.4, 0.25)	0.8694513796452855	0.8869620680300624
3646	(0.1, 0.15, 0.05, 0.15, 0.35, 0.2)	0.8694500205857546	0.8876661020509993
2749	(0.1, 0.05, 0.05, 0.25, 0.2, 0.35)	0.8694451439603794	0.8885254179456433
3340	(0.1, 0.1, 0.1, 0.25, 0.3, 0.15)	0.869444744236988	0.8856688534450727
4845	(0.15, 0.05, 0.05, 0.35, 0.25, 0.15)	0.8694416263945349	0.8863645551912914
700	(0.05, 0.1, 0.05, 0.35, 0.2, 0.25)	0.8694389082754734	0.8853298688661735
76	(0.05, 0.05, 0.05, 0.35, 0.2, 0.3)	0.8694335519820284	0.8859863751523368
4818	(0.15, 0.05, 0.05, 0.2, 0.25, 0.3)	0.8694317132544279	0.889585053975549
158	(0.05, 0.05, 0.1, 0.2, 0.25, 0.35)	0.8694294748034361	0.8876991798465818
3236	(0.1, 0.1, 0.05, 0.15, 0.3, 0.3)	0.8694277160205137	0.889179756740928
2770	(0.1, 0.05, 0.05, 0.35, 0.3, 0.15)	0.8694253976248436	0.8848790543231014
4903	(0.15, 0.05, 0.1, 0.2, 0.3, 0.2)	0.8694244382887043	0.8881513608512948
3273	(0.1, 0.1, 0.05, 0.35, 0.25, 0.15)	0.8694241984546695	0.8850265143818988
1577	(0.05, 0.2, 0.05, 0.15, 0.3, 0.25)	0.86942323911853	0.887105789952417
2835	(0.1, 0.05, 0.1, 0.2, 0.25, 0.3)	0.8694225995611038	0.8883125640587793
2768	(0.1, 0.05, 0.05, 0.35, 0.2, 0.25)	0.8694214803356077	0.8866390804762349
6713	(0.2, 0.1, 0.05, 0.2, 0.25, 0.2)	0.8694202811654335	0.8894429733778091
3332	(0.1, 0.1, 0.1, 0.2, 0.35, 0.15)	0.8694186023271896	0.8860075003351758
3990	(0.1, 0.2, 0.05, 0.25, 0.25, 0.15)	0.8694184424378331	0.885739571761602
3272	(0.1, 0.1, 0.05, 0.35, 0.2, 0.2)	0.8694152446507017	0.8859145573839127
4911	(0.15, 0.05, 0.1, 0.25, 0.25, 0.2)	0.8694148449273102	0.8877124203886884
55	(0.05, 0.05, 0.05, 0.25, 0.2, 0.4)	0.8694094886338655	0.8878489723140421
4912	(0.15, 0.05, 0.1, 0.25, 0.3, 0.15)	0.8694094886338654	0.8869233359104486
1190	(0.05, 0.15, 0.05, 0.25, 0.35, 0.15)	0.8694082095190128	0.8839785639549911
5291	(0.15, 0.1, 0.1, 0.2, 0.3, 0.15)	0.8694046919531684	0.8874103067144091
1593	(0.05, 0.2, 0.05, 0.25, 0.2, 0.25)	0.8694037326170291	0.8860346725034369
4839	(0.15, 0.05, 0.05, 0.3, 0.35, 0.1)	0.8693977367661578	0.8855121501371299
6715	(0.2, 0.1, 0.05, 0.2, 0.35, 0.1)	0.8693936595875654	0.8877861779043843
4831	(0.15, 0.05, 0.05, 0.25, 0.4, 0.1)	0.8693874239026594	0.8857579875808426
3718	(0.1, 0.15, 0.1, 0.2, 0.25, 0.2)	0.8693860648431285	0.8869813477043633
2854	(0.1, 0.05, 0.1, 0.3, 0.25, 0.2)	0.8693857450644153	0.8861155686032224
4827	(0.15, 0.05, 0.05, 0.25, 0.2, 0.3)	0.8693855851750589	0.8890083207775926
3238	(0.1, 0.1, 0.05, 0.15, 0.4, 0.2)	0.8693749525328474	0.8875122573179832
5290	(0.15, 0.1, 0.1, 0.2, 0.25, 0.2)	0.8693712750776463	0.8881578240577918
49	(0.05, 0.05, 0.05, 0.2, 0.45, 0.2)	0.8693679973458367	0.8850697464010542
5553	(0.15, 0.15, 0.05, 0.2, 0.35, 0.1)	0.8693648795033836	0.8864683984227703
776	(0.05, 0.1, 0.1, 0.25, 0.2, 0.3)	0.8693644797799922	0.8866184971661156
1177	(0.05, 0.15, 0.05, 0.2, 0.2, 0.35)	0.8693607223801129	0.8878915996346554
6727	(0.2, 0.1, 0.05, 0.3, 0.25, 0.1)	0.8693599229333302	0.8870441028478818
1271	(0.05, 0.15, 0.1, 0.25, 0.25, 0.2)	0.8693593633205823	0.8851061461120051
757	(0.05, 0.1, 0.1, 0.15, 0.3, 0.3)	0.8693589635971908	0.8877001536468316
5218	(0.15, 0.1, 0.05, 0.15, 0.35, 0.2)	0.8693568050908771	0.8888579393180458
2847	(0.1, 0.05, 0.1, 0.25, 0.35, 0.15)	0.8693561655334507	0.8854529053864473
694	(0.05, 0.1, 0.05, 0.3, 0.35, 0.15)	0.8693483309549791	0.8834659445089665
3338	(0.1, 0.1, 0.1, 0.25, 0.2, 0.25)	0.8693457727252741	0.8872028008756915
3652	(0.1, 0.15, 0.05, 0.2, 0.2, 0.3)	0.8693450532231695	0.8884894972815894
5228	(0.15, 0.1, 0.05, 0.2, 0.4, 0.1)	0.8693432144955691	0.8863109254985008
5298	(0.15, 0.1, 0.1, 0.25, 0.25, 0.15)	0.8693409760445772	0.8869599398053228
3974	(0.1, 0.2, 0.05, 0.15, 0.3, 0.2)	0.8693405763211858	0.887615189575035
3719	(0.1, 0.15, 0.1, 0.2, 0.3, 0.15)	0.8693397768744029	0.886068653420219
685	(0.05, 0.1, 0.05, 0.25, 0.4, 0.15)	0.8693376983127674	0.8837159206037409
180	(0.05, 0.05, 0.1, 0.3, 0.3, 0.2)	0.8693330615214271	0.8845517003746054
4904	(0.15, 0.05, 0.1, 0.2, 0.35, 0.15)	0.8693321021852878	0.887253053680519
758	(0.05, 0.1, 0.1, 0.15, 0.35, 0.25)	0.8693305032917221	0.8868834258066616
161	(0.05, 0.05, 0.1, 0.2, 0.4, 0.2)	0.8693254667769904	0.8851656971385728
6948	(0.2, 0.15, 0.05, 0.2, 0.25, 0.15)	0.8693245074408509	0.8886811081871975
786	(0.05, 0.1, 0.1, 0.3, 0.25, 0.2)	0.8693224288792156	0.8846819697177024
35	(0.05, 0.05, 0.05, 0.15, 0.4, 0.3)	0.8693213895983979	0.8876235375562085
34	(0.05, 0.05, 0.05, 0.15, 0.35, 0.35)	0.8693212297090414	0.888402891885178
6720	(0.2, 0.1, 0.05, 0.25, 0.2, 0.2)	0.8693158734155965	0.8888738970769784
1584	(0.05, 0.2, 0.05, 0.2, 0.2, 0.3)	0.8693129954071782	0.887205408147328
6400	(0.2, 0.05, 0.05, 0.3, 0.2, 0.2)	0.8693119561263606	0.8884740656889207
2729	(0.1, 0.05, 0.05, 0.15, 0.35, 0.3)	0.8693095577860119	0.889037636877049
1198	(0.05, 0.15, 0.05, 0.3, 0.3, 0.15)	0.8693089981732641	0.8836331711421898
5543	(0.15, 0.15, 0.05, 0.15, 0.3, 0.2)	0.8693059602754893	0.8888873339497804
4844	(0.15, 0.05, 0.05, 0.35, 0.2, 0.2)	0.8693053207180631	0.8870701441513369
3322	(0.1, 0.1, 0.1, 0.15, 0.3, 0.25)	0.8693050808840284	0.8882448535285055
5794	(0.15, 0.2, 0.05, 0.2, 0.25, 0.15)	0.8693034819904626	0.8874725906642587
1170	(0.05, 0.15, 0.05, 0.15, 0.4, 0.2)	0.8693003641480096	0.8859761895158529
4902	(0.15, 0.05, 0.1, 0.2, 0.25, 0.25)	0.8692999644246182	0.8887283846186804
1254	(0.05, 0.15, 0.1, 0.15, 0.3, 0.25)	0.86929988447994	0.8869384141078651
3989	(0.1, 0.2, 0.05, 0.25, 0.2, 0.2)	0.8692990050884788	0.8865514855731178
5217	(0.15, 0.1, 0.05, 0.15, 0.3, 0.25)	0.8692972463055565	0.8895814650504347
7544	(0.25, 0.05, 0.05, 0.25, 0.25, 0.15)	0.8692943682971384	0.8892259808398832
2730	(0.1, 0.05, 0.05, 0.15, 0.4, 0.25)	0.8692747818509592	0.8882335998530377
1578	(0.05, 0.2, 0.05, 0.15, 0.35, 0.2)	0.869272463455289	0.886045635609475
6726	(0.2, 0.1, 0.05, 0.3, 0.2, 0.15)	0.8692701450596187	0.8878009419726882
3664	(0.1, 0.15, 0.05, 0.25, 0.35, 0.1)	0.8692638294300344	0.8843972745027305
255	(0.05, 0.05, 0.15, 0.2, 0.3, 0.25)	0.8692632698172865	0.8861194402445381
2855	(0.1, 0.05, 0.1, 0.3, 0.3, 0.15)	0.8692563146302759	0.8850903768305403
3245	(0.1, 0.1, 0.05, 0.2, 0.2, 0.35)	0.8692551954047799	0.8889737979880911
2844	(0.1, 0.05, 0.1, 0.25, 0.2, 0.3)	0.8692548756260667	0.8877137083180509
178	(0.05, 0.05, 0.1, 0.3, 0.2, 0.3)	0.8692547956813884	0.8860995872846064
168	(0.05, 0.05, 0.1, 0.25, 0.2, 0.35)	0.8692514380049006	0.8870757356495454
2743	(0.1, 0.05, 0.05, 0.2, 0.45, 0.15)	0.8692482402177693	0.8856148075312078
670	(0.05, 0.1, 0.05, 0.2, 0.2, 0.4)	0.8692471209922734	0.8883318123201689
3323	(0.1, 0.1, 0.1, 0.15, 0.35, 0.2)	0.8692424042562547	0.8874046916565171
3726	(0.1, 0.15, 0.1, 0.25, 0.25, 0.15)	0.8692417646988284	0.8855889311455372
5544	(0.15, 0.15, 0.05, 0.15, 0.35, 0.15)	0.869241045196724	0.8879836787308582
6384	(0.2, 0.05, 0.05, 0.2, 0.25, 0.25)	0.8692396861371932	0.8899229862219202
1181	(0.05, 0.15, 0.05, 0.2, 0.4, 0.15)	0.869238247132984	0.884215220975381
2853	(0.1, 0.05, 0.1, 0.3, 0.2, 0.25)	0.8692370479628097	0.8867204242100062
3981	(0.1, 0.2, 0.05, 0.2, 0.2, 0.25)	0.8692364084053834	0.8877493069997641
1167	(0.05, 0.15, 0.05, 0.15, 0.25, 0.35)	0.8692345696777831	0.8885034917335668
785	(0.05, 0.1, 0.1, 0.3, 0.2, 0.25)	0.8692310521119386	0.8854516017506291
3347	(0.1, 0.1, 0.1, 0.3, 0.25, 0.15)	0.8692291334396597	0.8851897123092498
1595	(0.05, 0.2, 0.05, 0.25, 0.3, 0.15)	0.8692265752099546	0.8839670903891444
4919	(0.15, 0.05, 0.1, 0.3, 0.25, 0.15)	0.8692264952652764	0.8864813955148143
6387	(0.2, 0.05, 0.05, 0.2, 0.4, 0.1)	0.8692254559844588	0.8875295344191897
6392	(0.2, 0.05, 0.05, 0.25, 0.2, 0.25)	0.8692248963717106	0.8893578915075948
1576	(0.05, 0.2, 0.05, 0.15, 0.25, 0.3)	0.8692243367589628	0.8878072481146285
2838	(0.1, 0.05, 0.1, 0.2, 0.4, 0.15)	0.8692193002442311	0.8856864446753921
1270	(0.05, 0.15, 0.1, 0.25, 0.2, 0.25)	0.8692165821251694	0.8858529959310228
5550	(0.15, 0.15, 0.05, 0.2, 0.2, 0.25)	0.8692137840614295	0.8888930825125454
3710	(0.1, 0.15, 0.1, 0.15, 0.3, 0.2)	0.8692085876573412	0.8874413034046194
7537	(0.25, 0.05, 0.05, 0.2, 0.3, 0.15)	0.86920770826588	0.8896334848315216
3267	(0.1, 0.1, 0.05, 0.3, 0.35, 0.1)	0.8692071486531321	0.8839227275051827
1587	(0.05, 0.2, 0.05, 0.2, 0.35, 0.15)	0.8692057895936012	0.8843257394505076
4809	(0.15, 0.05, 0.05, 0.15, 0.35, 0.25)	0.8692030714745397	0.8894713156770153
3259	(0.1, 0.1, 0.05, 0.25, 0.4, 0.1)	0.8692009129682261	0.8841716748271127
851	(0.05, 0.1, 0.15, 0.2, 0.25, 0.25)	0.8691966759002769	0.8861576540511159
3644	(0.1, 0.15, 0.05, 0.15, 0.25, 0.3)	0.8691945973386416	0.889076321877296
3346	(0.1, 0.1, 0.1, 0.3, 0.2, 0.2)	0.8691933981684674	0.8860077359320104
148	(0.05, 0.05, 0.1, 0.15, 0.35, 0.3)	0.8691933182237892	0.8875171969982827
254	(0.05, 0.05, 0.15, 0.2, 0.25, 0.3)	0.8691919591642585	0.8867947314516497
5297	(0.15, 0.1, 0.1, 0.25, 0.2, 0.2)	0.8691854836453174	0.8875791668190193
5609	(0.15, 0.15, 0.1, 0.2, 0.25, 0.15)	0.8691850039772477	0.8872944794572752
5219	(0.15, 0.1, 0.05, 0.15, 0.4, 0.15)	0.8691846042538562	0.8878472995765161
1204	(0.05, 0.15, 0.05, 0.35, 0.2, 0.2)	0.869182525692221	0.8842923789387236
2920	(0.1, 0.05, 0.15, 0.2, 0.3, 0.2)	0.8691805270752638	0.8866492189933518
6450	(0.2, 0.05, 0.1, 0.2, 0.3, 0.15)	0.8691772493434544	0.888399648502088
1261	(0.05, 0.15, 0.1, 0.2, 0.2, 0.3)	0.8691770894540978	0.8869838842969495
5224	(0.15, 0.1, 0.05, 0.2, 0.2, 0.3)	0.869172932330827	0.8894241177778105
6457	(0.2, 0.05, 0.1, 0.25, 0.25, 0.15)	0.8691699743777306	0.8879712156583058
264	(0.05, 0.05, 0.15, 0.25, 0.25, 0.25)	0.8691699743777306	0.8856450346050915
852	(0.05, 0.1, 0.15, 0.2, 0.3, 0.2)	0.8691691749309478	0.8852992255712155
5292	(0.15, 0.1, 0.1, 0.2, 0.35, 0.1)	0.8691688551522347	0.8862429872246204
6722	(0.2, 0.1, 0.05, 0.25, 0.35, 0.05)	0.8691666167012427	0.8860694073300895
3647	(0.1, 0.15, 0.05, 0.15, 0.4, 0.15)	0.8691615002418327	0.886454058428769
1255	(0.05, 0.15, 0.1, 0.15, 0.35, 0.2)	0.869160460961015	0.8859250571495094
779	(0.05, 0.1, 0.1, 0.25, 0.35, 0.15)	0.869158222510023	0.8837859713959056
4910	(0.15, 0.05, 0.1, 0.25, 0.2, 0.25)	0.8691581425653447	0.8881419448311374
1911	(0.05, 0.25, 0.05, 0.2, 0.25, 0.2)	0.8691571832292053	0.8854337827767028
36	(0.05, 0.05, 0.05, 0.15, 0.45, 0.25)	0.8691568634504924	0.8865774404910667
766	(0.05, 0.1, 0.1, 0.2, 0.2, 0.35)	0.8691538255527176	0.8875631148213529
2826	(0.1, 0.05, 0.1, 0.15, 0.35, 0.25)	0.8691489489273423	0.8880964353759139
3973	(0.1, 0.2, 0.05, 0.15, 0.25, 0.25)	0.8691487890379858	0.8883359823841419
1601	(0.05, 0.2, 0.05, 0.3, 0.2, 0.2)	0.8691475099231332	0.8846009872324105
86	(0.05, 0.05, 0.05, 0.4, 0.25, 0.2)	0.8691465505869939	0.8837946649191037
702	(0.05, 0.1, 0.05, 0.35, 0.3, 0.15)	0.8691424734084013	0.8831059211327345
3725	(0.1, 0.15, 0.1, 0.25, 0.2, 0.2)	0.869140954459514	0.886371418912407
1253	(0.05, 0.15, 0.1, 0.15, 0.25, 0.3)	0.8691399951233747	0.8875934754001094
4810	(0.15, 0.05, 0.05, 0.15, 0.4, 0.2)	0.8691375967830262	0.8886388185553804
3975	(0.1, 0.2, 0.05, 0.15, 0.35, 0.15)	0.8691339193278251	0.8865174182708297
